customer_id,invoice_id,product_name,quantity,unit_price,total_amount,transaction_date,country
CUST0717,INV504296,Phone,4,968.2,3872.8,2025-09-02 22:46:31,UK
CUST0796,INV260995,Headphones,3,82.56,247.68,2025-05-01 22:46:31,UK
CUST0104,INV567188,Tablet,5,722.6,3613.0,2025-10-23 22:46:31,Australia
CUST0708,INV539639,Laptop,1,801.22,801.22,2025-04-26 22:46:31,UK
CUST0072,INV751160,Laptop,5,777.26,3886.3,2025-11-04 22:46:31,France
CUST0697,INV623764,Laptop,4,679.54,2718.16,2025-10-21 22:46:31,Australia
CUST0860,INV818779,Mouse,4,634.52,2538.08,2026-01-23 22:46:31,Australia
CUST0451,INV119923,Mouse,1,959.11,959.11,2025-06-06 22:46:31,Canada
CUST0013,INV211677,Tablet,3,72.14,216.42000000000002,2025-05-17 22:46:31,Germany
CUST0125,INV753420,Headphones,3,633.13,1899.3899999999999,2026-02-15 22:46:31,Canada
CUST0620,INV796087,Phone,5,925.21,4626.05,2025-05-06 22:46:31,UK
CUST0590,INV523395,Keyboard,4,882.55,3530.2,2025-11-19 22:46:31,Germany
CUST0151,INV796639,Mouse,3,628.27,1884.81,2025-11-07 22:46:31,Germany
CUST0093,INV799026,Mouse,3,682.7,2048.1000000000004,2026-03-11 22:46:31,Germany
CUST0032,INV864398,Tablet,5,943.62,4718.1,2025-08-19 22:46:31,UK
CUST0731,INV905028,Mouse,5,401.03,2005.1499999999999,2025-05-03 22:46:31,Germany
CUST0681,INV385553,Phone,5,218.75,1093.75,2025-08-14 22:46:31,Australia
CUST0587,INV529234,Headphones,1,330.49,330.49,2025-11-24 22:46:31,UK
CUST0603,INV984567,Headphones,3,701.37,2104.11,2026-01-17 22:46:31,France
CUST0060,INV345236,Tablet,4,264.29,1057.16,2026-01-20 22:46:31,UK
CUST0447,INV256543,Mouse,1,382.54,382.54,2026-02-07 22:46:31,UK
CUST0695,INV472694,Tablet,2,899.22,1798.44,2025-04-23 22:46:31,France
CUST0621,INV988109,Phone,1,581.54,581.54,2026-01-06 22:46:31,Australia
CUST0408,INV357751,Mouse,3,350.86,1052.58,2025-10-15 22:46:31,Germany
CUST0782,INV177695,Keyboard,2,218.23,436.46,2025-07-27 22:46:31,France
CUST0531,INV120142,Phone,3,401.59,1204.77,2026-02-20 22:46:31,Canada
CUST0549,INV157296,Headphones,3,48.53,145.59,2025-05-12 22:46:31,Australia
CUST0450,INV471198,Laptop,1,238.12,238.12,2025-10-25 22:46:31,UK
CUST0666,INV499959,Keyboard,2,352.48,704.96,2025-05-23 22:46:31,Germany
CUST0545,INV334819,Laptop,4,406.32,1625.28,2025-07-20 22:46:31,Germany
CUST0218,INV246144,Mouse,2,624.97,1249.94,2025-05-03 22:46:31,UK
CUST0195,INV170000,Mouse,1,317.89,317.89,2025-05-02 22:46:31,USA
CUST0938,INV525157,Laptop,1,956.95,956.95,2025-11-23 22:46:31,Australia
CUST0671,INV284591,Tablet,2,921.41,1842.82,2026-02-01 22:46:31,UK
CUST0113,INV678902,Phone,3,940.0,2820.0,2025-11-12 22:46:31,Australia
CUST0066,INV415986,Phone,3,70.88,212.64,2025-12-28 22:46:31,Australia
CUST0178,INV804261,Keyboard,3,860.19,2580.57,2026-01-24 22:46:31,USA
CUST0464,INV396170,Headphones,3,103.45,310.35,2025-07-11 22:46:31,Australia
CUST0620,INV156863,Headphones,4,32.05,128.2,2025-09-12 22:46:31,USA
CUST0012,INV970288,Phone,4,117.32,469.28,2025-07-20 22:46:31,France
CUST0686,INV223460,Headphones,3,712.83,2138.4900000000002,2025-09-22 22:46:31,USA
CUST0894,INV486666,Tablet,4,527.17,2108.68,2025-10-12 22:46:31,Canada
CUST0886,INV433869,Laptop,5,79.44,397.2,2026-02-24 22:46:31,Australia
CUST0171,INV103509,Headphones,5,906.24,4531.2,2025-10-16 22:46:31,Germany
CUST0573,INV441341,Keyboard,4,246.39,985.56,2026-01-06 22:46:31,Germany
CUST0515,INV768723,Phone,2,70.68,141.36,2025-09-19 22:46:31,Australia
CUST0743,INV757477,Headphones,3,686.94,2060.82,2026-02-28 22:46:31,Canada
CUST0901,INV108681,Tablet,3,683.26,2049.7799999999997,2025-05-18 22:46:31,Australia
CUST0312,INV664842,Laptop,2,106.02,212.04,2025-05-27 22:46:31,Canada
CUST0472,INV405607,Headphones,3,551.42,1654.2599999999998,2025-12-16 22:46:31,USA
CUST0812,INV898334,Laptop,5,482.44,2412.2,2026-02-07 22:46:31,UK
CUST0359,INV942309,Laptop,2,963.41,1926.82,2025-10-07 22:46:31,Australia
CUST0659,INV517848,Tablet,1,632.4,632.4,2026-02-26 22:46:31,UK
CUST0223,INV517759,Mouse,4,491.08,1964.32,2025-04-24 22:46:31,Germany
CUST0044,INV619839,Headphones,2,187.27,374.54,2026-02-19 22:46:31,France
CUST0109,INV603851,Headphones,3,323.99,971.97,2026-02-02 22:46:31,Canada
CUST0943,INV167087,Mouse,1,864.21,864.21,2025-12-15 22:46:31,USA
CUST0646,INV608992,Laptop,2,555.42,1110.84,2025-11-14 22:46:31,France
CUST0107,INV898286,Phone,4,425.71,1702.84,2025-11-06 22:46:31,Germany
CUST0071,INV838502,Keyboard,5,808.04,4040.2,2026-02-08 22:46:31,Australia
CUST0905,INV899799,Phone,3,672.1,2016.3000000000002,2025-10-08 22:46:31,Germany
CUST0769,INV896040,Keyboard,1,349.66,349.66,2025-05-08 22:46:31,USA
CUST0620,INV102749,Keyboard,5,694.96,3474.8,2026-03-15 22:46:31,Germany
CUST0282,INV810154,Phone,4,204.07,816.28,2026-02-07 22:46:31,Germany
CUST0167,INV235564,Headphones,3,245.12,735.36,2025-09-30 22:46:31,Canada
CUST0461,INV576672,Tablet,1,453.33,453.33,2025-06-15 22:46:31,UK
CUST0552,INV564150,Mouse,2,276.85,553.7,2026-02-21 22:46:31,USA
CUST0018,INV303283,Keyboard,5,641.31,3206.5499999999997,2025-12-15 22:46:31,USA
CUST0042,INV258666,Phone,5,997.54,4987.7,2025-06-10 22:46:31,France
CUST0870,INV860316,Tablet,2,810.47,1620.94,2026-03-30 22:46:31,Germany
CUST0897,INV988039,Keyboard,2,856.22,1712.44,2025-04-20 22:46:31,Australia
CUST0092,INV538608,Mouse,1,739.18,739.18,2025-07-03 22:46:31,Canada
CUST0238,INV404474,Keyboard,2,626.64,1253.28,2025-12-17 22:46:31,Australia
CUST0769,INV291395,Tablet,1,63.95,63.95,2025-04-28 22:46:31,Germany
CUST0695,INV403098,Keyboard,5,169.35,846.75,2025-09-15 22:46:31,France
CUST0203,INV274729,Tablet,1,769.71,769.71,2025-04-29 22:46:31,France
CUST0567,INV619275,Phone,5,699.69,3498.4500000000003,2025-12-10 22:46:31,USA
CUST0641,INV996012,Headphones,3,592.37,1777.1100000000001,2025-06-19 22:46:31,Canada
CUST0600,INV543020,Mouse,2,966.43,1932.86,2025-10-23 22:46:31,USA
CUST0010,INV158425,Keyboard,1,537.32,537.32,2025-08-11 22:46:31,USA
CUST0215,INV587909,Phone,3,539.78,1619.34,2025-05-08 22:46:31,USA
CUST0271,INV758851,Tablet,1,757.72,757.72,2025-07-24 22:46:31,Australia
CUST0614,INV772299,Phone,3,380.45,1141.35,2025-12-06 22:46:31,Australia
CUST0671,INV395664,Phone,2,801.73,1603.46,2025-10-27 22:46:31,Canada
CUST0186,INV676229,Keyboard,1,476.5,476.5,2025-05-31 22:46:31,Canada
CUST0953,INV163813,Keyboard,2,253.58,507.16,2026-03-22 22:46:31,Germany
CUST0477,INV433816,Headphones,1,320.27,320.27,2025-07-13 22:46:31,Australia
CUST0176,INV126830,Keyboard,3,677.85,2033.5500000000002,2025-07-24 22:46:31,Canada
CUST0242,INV294270,Phone,4,627.06,2508.24,2026-04-05 22:46:31,USA
CUST0748,INV411777,Headphones,2,148.17,296.34,2025-08-09 22:46:31,USA
CUST0438,INV172707,Headphones,2,625.51,1251.02,2025-11-30 22:46:31,Germany
CUST0848,INV855152,Headphones,1,125.15,125.15,2025-12-13 22:46:31,Australia
CUST0704,INV822065,Keyboard,4,853.5,3414.0,2025-04-29 22:46:31,UK
CUST0995,INV450242,Mouse,4,457.2,1828.8,2025-04-10 22:46:31,Australia
CUST0745,INV296456,Keyboard,3,78.74,236.21999999999997,2026-03-10 22:46:31,Australia
CUST0915,INV986869,Headphones,1,325.1,325.1,2025-04-29 22:46:31,USA
CUST0469,INV461955,Keyboard,2,391.27,782.54,2026-03-09 22:46:31,Germany
CUST0190,INV348234,Laptop,3,241.59,724.77,2025-11-16 22:46:31,USA
CUST0316,INV941622,Phone,3,157.2,471.59999999999997,2025-08-21 22:46:31,UK
CUST0499,INV553636,Keyboard,2,467.53,935.06,2026-01-04 22:46:31,UK
CUST0265,INV383349,Mouse,3,443.82,1331.46,2025-06-29 22:46:31,Canada
CUST0075,INV146985,Mouse,4,434.74,1738.96,2025-05-07 22:46:31,UK
CUST0051,INV105421,Laptop,4,772.17,3088.68,2025-12-18 22:46:31,UK
CUST0550,INV120267,Tablet,5,222.2,1111.0,2025-07-21 22:46:31,France
CUST0628,INV541183,Phone,5,228.77,1143.8500000000001,2026-01-05 22:46:31,UK
CUST0864,INV352966,Tablet,4,624.37,2497.48,2025-06-17 22:46:31,UK
CUST0373,INV751575,Tablet,2,544.97,1089.94,2026-03-20 22:46:31,USA
CUST0634,INV383181,Tablet,5,60.21,301.05,2025-12-13 22:46:31,Germany
CUST0022,INV709723,Tablet,5,186.3,931.5,2025-07-03 22:46:31,Canada
CUST0119,INV850361,Phone,2,566.36,1132.72,2026-01-23 22:46:31,France
CUST0044,INV132024,Tablet,1,978.54,978.54,2026-03-23 22:46:31,Canada
CUST0117,INV347491,Keyboard,2,518.72,1037.44,2026-01-19 22:46:31,Australia
CUST0120,INV345285,Phone,2,97.15,194.3,2025-08-29 22:46:31,France
CUST0084,INV909721,Keyboard,2,465.43,930.86,2025-06-01 22:46:31,Australia
CUST0575,INV879245,Phone,4,769.35,3077.4,2026-04-08 22:46:31,UK
CUST0859,INV109062,Tablet,5,938.32,4691.6,2025-08-11 22:46:31,USA
CUST0841,INV168490,Laptop,2,252.39,504.78,2025-10-07 22:46:31,Australia
CUST0690,INV102148,Keyboard,4,375.17,1500.68,2026-03-01 22:46:31,France
CUST0077,INV764376,Keyboard,3,735.75,2207.25,2025-08-17 22:46:31,USA
CUST0233,INV703586,Tablet,4,442.65,1770.6,2026-02-08 22:46:31,Canada
CUST0983,INV806445,Tablet,3,704.41,2113.23,2025-05-17 22:46:31,France
CUST0727,INV747872,Laptop,3,288.51,865.53,2026-02-07 22:46:31,Germany
CUST0572,INV695565,Headphones,5,109.2,546.0,2025-04-14 22:46:31,France
CUST0456,INV897891,Keyboard,4,380.7,1522.8,2026-01-23 22:46:31,Australia
CUST0432,INV576423,Laptop,3,458.3,1374.9,2026-01-02 22:46:31,USA
CUST0812,INV898999,Tablet,3,557.07,1671.21,2025-07-03 22:46:31,USA
CUST0126,INV243382,Tablet,4,809.05,3236.2,2026-03-08 22:46:31,Canada
CUST0346,INV339358,Mouse,3,859.94,2579.82,2025-11-07 22:46:31,France
CUST0431,INV229925,Keyboard,2,692.16,1384.32,2025-11-13 22:46:31,Australia
CUST0200,INV774489,Mouse,2,795.78,1591.56,2025-08-14 22:46:31,Canada
CUST0576,INV215404,Laptop,4,989.44,3957.76,2025-11-12 22:46:31,UK
CUST0151,INV772373,Phone,2,269.97,539.94,2025-04-23 22:46:31,France
CUST0340,INV884439,Mouse,2,42.95,85.9,2025-05-09 22:46:31,France
CUST0644,INV287628,Keyboard,1,509.06,509.06,2025-08-13 22:46:31,Germany
CUST0562,INV482453,Keyboard,2,57.22,114.44,2025-07-12 22:46:31,USA
CUST0672,INV974363,Tablet,5,372.18,1860.9,2026-01-21 22:46:31,Australia
CUST0903,INV699221,Tablet,5,653.96,3269.8,2025-05-08 22:46:31,USA
CUST0771,INV746178,Keyboard,3,629.06,1887.1799999999998,2025-05-31 22:46:31,Germany
CUST0214,INV177970,Tablet,5,266.9,1334.5,2025-09-30 22:46:31,Australia
CUST0587,INV333842,Tablet,5,494.86,2474.3,2026-02-22 22:46:31,France
CUST0666,INV775754,Laptop,3,297.35,892.0500000000001,2025-08-12 22:46:31,Germany
CUST0252,INV134364,Mouse,1,283.67,283.67,2025-10-31 22:46:31,Germany
CUST0063,INV311765,Keyboard,1,417.12,417.12,2025-05-27 22:46:31,Germany
CUST0709,INV251576,Mouse,1,295.71,295.71,2025-07-15 22:46:31,Australia
CUST0928,INV454990,Phone,5,85.94,429.7,2025-07-02 22:46:31,Canada
CUST0408,INV463331,Laptop,2,769.82,1539.64,2026-03-18 22:46:31,Australia
CUST0552,INV951384,Laptop,5,69.85,349.25,2025-11-13 22:46:31,France
CUST0520,INV641153,Phone,1,59.97,59.97,2025-07-10 22:46:31,Canada
CUST0498,INV523381,Tablet,1,998.1,998.1,2025-12-19 22:46:31,Australia
CUST0957,INV145136,Tablet,3,349.64,1048.92,2025-04-09 22:46:31,France
CUST0240,INV312719,Headphones,5,493.81,2469.05,2025-10-12 22:46:31,USA
CUST0612,INV924298,Headphones,2,579.9,1159.8,2026-04-05 22:46:31,Canada
CUST0868,INV980784,Laptop,1,320.1,320.1,2025-07-24 22:46:31,Canada
CUST0581,INV684203,Tablet,2,189.23,378.46,2026-02-26 22:46:31,UK
CUST0793,INV632121,Phone,3,920.76,2762.2799999999997,2025-09-14 22:46:31,USA
CUST0214,INV923235,Phone,1,454.36,454.36,2025-09-26 22:46:31,Germany
CUST0769,INV338584,Laptop,5,335.33,1676.6499999999999,2026-01-08 22:46:31,Canada
CUST0414,INV889233,Mouse,1,224.47,224.47,2025-11-02 22:46:31,USA
CUST0165,INV785983,Phone,4,213.6,854.4,2025-07-03 22:46:31,France
CUST0163,INV217452,Laptop,2,195.16,390.32,2025-07-23 22:46:31,Germany
CUST0850,INV303159,Laptop,1,283.2,283.2,2025-12-06 22:46:31,USA
CUST0533,INV548267,Laptop,5,68.94,344.7,2025-09-15 22:46:31,USA
CUST0520,INV819887,Laptop,2,159.73,319.46,2025-09-01 22:46:31,USA
CUST0278,INV405967,Laptop,5,614.97,3074.8500000000004,2026-03-28 22:46:31,Australia
CUST0575,INV871774,Keyboard,4,909.2,3636.8,2026-03-07 22:46:31,Canada
CUST0748,INV663358,Headphones,4,480.23,1920.92,2026-03-18 22:46:31,Germany
CUST0257,INV462208,Tablet,5,87.76,438.8,2025-09-25 22:46:31,USA
CUST0941,INV240056,Phone,2,226.97,453.94,2025-05-04 22:46:31,UK
CUST0994,INV387679,Tablet,1,942.87,942.87,2025-10-30 22:46:31,France
CUST0426,INV966543,Keyboard,1,987.98,987.98,2026-01-07 22:46:31,Canada
CUST0901,INV670897,Tablet,5,854.56,4272.799999999999,2026-01-25 22:46:31,Canada
CUST0790,INV485640,Headphones,2,308.78,617.56,2026-02-09 22:46:31,Canada
CUST0766,INV377756,Phone,5,142.32,711.5999999999999,2026-01-24 22:46:31,Germany
CUST0501,INV289895,Tablet,2,637.46,1274.92,2025-11-19 22:46:31,Australia
CUST0119,INV562837,Tablet,4,252.86,1011.44,2025-06-10 22:46:31,UK
CUST0985,INV460471,Tablet,1,266.69,266.69,2026-02-16 22:46:31,France
CUST0200,INV980038,Mouse,1,136.74,136.74,2025-07-12 22:46:31,France
CUST0618,INV203838,Tablet,5,729.73,3648.65,2025-07-08 22:46:31,Germany
CUST0570,INV981191,Mouse,5,613.49,3067.45,2026-01-03 22:46:31,Canada
CUST0179,INV391407,Laptop,1,227.13,227.13,2025-05-04 22:46:31,UK
CUST0755,INV475062,Phone,3,372.21,1116.6299999999999,2025-06-23 22:46:31,France
CUST0437,INV425139,Mouse,5,642.6,3213.0,2025-09-17 22:46:31,USA
CUST0448,INV379613,Mouse,2,736.51,1473.02,2025-11-24 22:46:31,Australia
CUST0449,INV160828,Mouse,2,610.59,1221.18,2025-10-01 22:46:31,Canada
CUST0733,INV248032,Tablet,3,590.65,1771.9499999999998,2025-05-08 22:46:31,UK
CUST0027,INV912474,Headphones,5,369.55,1847.75,2026-03-12 22:46:31,France
CUST0391,INV808541,Laptop,1,78.19,78.19,2025-08-15 22:46:31,Germany
CUST0550,INV311318,Headphones,1,357.2,357.2,2025-12-08 22:46:31,France
CUST0099,INV207408,Tablet,5,146.86,734.3000000000001,2025-10-09 22:46:31,Australia
CUST0946,INV580311,Keyboard,3,205.74,617.22,2025-08-04 22:46:31,USA
CUST0873,INV243940,Keyboard,2,885.7,1771.4,2025-10-11 22:46:31,Germany
CUST0530,INV931639,Mouse,5,869.74,4348.7,2025-08-10 22:46:31,Australia
CUST0453,INV760487,Laptop,1,653.87,653.87,2025-05-19 22:46:31,Germany
CUST0108,INV285427,Laptop,3,313.21,939.6299999999999,2025-10-24 22:46:31,UK
CUST0493,INV124333,Tablet,5,939.03,4695.15,2025-07-21 22:46:31,Canada
CUST0860,INV513616,Tablet,4,952.85,3811.4,2025-12-07 22:46:31,UK
CUST0050,INV684789,Mouse,2,785.71,1571.42,2025-05-11 22:46:31,Germany
CUST0583,INV710504,Laptop,4,167.35,669.4,2026-03-31 22:46:31,UK
CUST0963,INV853798,Phone,4,43.75,175.0,2025-10-14 22:46:31,France
CUST0407,INV240136,Phone,3,917.46,2752.38,2026-03-07 22:46:31,UK
CUST0216,INV519510,Phone,5,141.06,705.3,2025-12-13 22:46:31,France
CUST0428,INV826052,Keyboard,3,316.05,948.1500000000001,2025-05-26 22:46:31,Canada
CUST0417,INV955989,Phone,2,398.36,796.72,2025-11-20 22:46:31,Australia
CUST0085,INV261026,Headphones,1,249.9,249.9,2025-10-21 22:46:31,USA
CUST0403,INV395203,Tablet,3,765.75,2297.25,2025-10-30 22:46:31,Germany
CUST0620,INV768836,Laptop,1,966.21,966.21,2026-02-01 22:46:31,Canada
CUST0472,INV833298,Tablet,5,580.05,2900.25,2026-01-22 22:46:31,Canada
CUST0993,INV824428,Headphones,3,279.91,839.73,2025-06-19 22:46:31,UK
CUST0783,INV417691,Laptop,1,983.0,983.0,2025-10-27 22:46:31,Germany
CUST0567,INV795400,Laptop,1,618.2,618.2,2025-06-23 22:46:31,France
CUST0472,INV524299,Tablet,4,409.57,1638.28,2025-11-08 22:46:31,Australia
CUST0050,INV275823,Tablet,1,226.43,226.43,2025-12-15 22:46:31,Canada
CUST0162,INV223019,Keyboard,5,55.44,277.2,2026-02-26 22:46:31,Australia
CUST0344,INV275252,Tablet,5,59.01,295.05,2026-01-10 22:46:31,UK
CUST0418,INV147460,Mouse,1,891.45,891.45,2026-01-27 22:46:31,France
CUST0087,INV264454,Tablet,3,984.85,2954.55,2026-02-23 22:46:31,USA
CUST0885,INV425386,Phone,5,134.01,670.05,2025-08-06 22:46:31,UK
CUST0891,INV421936,Laptop,1,637.54,637.54,2025-07-04 22:46:31,Germany
CUST0568,INV276878,Headphones,2,585.89,1171.78,2026-01-17 22:46:31,UK
CUST0651,INV290995,Headphones,3,346.98,1040.94,2026-02-14 22:46:31,France
CUST0634,INV956804,Headphones,5,529.5,2647.5,2025-07-31 22:46:31,USA
CUST0714,INV408096,Keyboard,5,850.06,4250.299999999999,2025-05-05 22:46:31,USA
CUST0548,INV145386,Mouse,1,865.36,865.36,2025-04-23 22:46:31,France
CUST0077,INV192600,Phone,1,298.94,298.94,2025-05-22 22:46:31,USA
CUST0964,INV524117,Keyboard,1,373.93,373.93,2026-02-28 22:46:31,UK
CUST0148,INV323858,Laptop,5,192.42,962.0999999999999,2026-03-07 22:46:31,Germany
CUST0231,INV202697,Phone,3,89.32,267.96,2025-04-10 22:46:31,UK
CUST0339,INV273166,Laptop,5,238.95,1194.75,2025-11-05 22:46:31,France
CUST0534,INV935058,Phone,3,441.41,1324.23,2025-10-06 22:46:31,France
CUST0939,INV719341,Phone,5,436.05,2180.25,2026-03-12 22:46:31,USA
CUST0878,INV712886,Keyboard,1,960.03,960.03,2025-05-24 22:46:31,Australia
CUST0051,INV145836,Mouse,3,650.19,1950.5700000000002,2026-03-18 22:46:31,France
CUST0553,INV102521,Mouse,1,505.11,505.11,2025-12-15 22:46:31,UK
CUST0269,INV496776,Tablet,3,901.02,2703.06,2025-12-30 22:46:31,Canada
CUST0479,INV636306,Headphones,1,668.35,668.35,2026-03-26 22:46:31,UK
CUST0034,INV496564,Headphones,5,506.35,2531.75,2025-07-30 22:46:31,Canada
CUST0940,INV544594,Laptop,3,478.91,1436.73,2025-04-12 22:46:31,Canada
CUST0829,INV334149,Mouse,2,136.6,273.2,2025-05-10 22:46:31,France
CUST0307,INV934653,Keyboard,4,10.37,41.48,2026-01-23 22:46:31,USA
CUST0967,INV823779,Phone,5,692.41,3462.0499999999997,2025-06-27 22:46:31,UK
CUST0613,INV905759,Headphones,1,95.4,95.4,2026-01-23 22:46:31,Germany
CUST0864,INV184773,Tablet,3,763.84,2291.52,2026-03-10 22:46:31,Australia
CUST0935,INV243184,Keyboard,4,538.06,2152.24,2025-08-12 22:46:31,Germany
CUST0434,INV535199,Tablet,4,135.81,543.24,2026-04-01 22:46:31,Australia
CUST0716,INV842718,Keyboard,3,72.81,218.43,2026-01-20 22:46:31,France
CUST0652,INV385270,Phone,3,537.73,1613.19,2026-01-20 22:46:31,Germany
CUST0793,INV811838,Mouse,1,931.85,931.85,2025-12-21 22:46:31,Australia
CUST0238,INV909537,Mouse,3,755.34,2266.02,2025-07-19 22:46:31,Australia
CUST0232,INV757056,Mouse,1,753.27,753.27,2026-04-02 22:46:31,France
CUST0256,INV191430,Headphones,3,632.38,1897.1399999999999,2025-08-02 22:46:31,UK
CUST0749,INV368161,Laptop,1,453.1,453.1,2026-01-23 22:46:31,Germany
CUST0656,INV623845,Laptop,5,278.08,1390.3999999999999,2025-12-03 22:46:31,Australia
CUST0488,INV707786,Phone,3,674.77,2024.31,2025-05-11 22:46:31,France
CUST0174,INV422205,Mouse,1,587.37,587.37,2025-11-21 22:46:31,USA
CUST0748,INV869044,Mouse,5,835.08,4175.400000000001,2025-09-03 22:46:31,Canada
CUST0336,INV305109,Laptop,4,545.93,2183.72,2026-01-09 22:46:31,France
CUST0263,INV495882,Laptop,5,811.76,4058.8,2026-03-28 22:46:31,Germany
CUST0739,INV856473,Tablet,5,893.79,4468.95,2025-12-20 22:46:31,Canada
CUST0731,INV672461,Tablet,2,590.73,1181.46,2025-12-28 22:46:31,Canada
CUST0584,INV123608,Keyboard,5,946.51,4732.55,2025-11-08 22:46:31,France
CUST0059,INV478723,Laptop,1,73.9,73.9,2025-07-05 22:46:31,Canada
CUST0606,INV623190,Mouse,1,935.56,935.56,2025-11-17 22:46:31,UK
CUST0269,INV213738,Tablet,1,627.44,627.44,2025-12-31 22:46:31,UK
CUST0113,INV894978,Headphones,3,739.03,2217.09,2025-04-10 22:46:31,France
CUST0282,INV828459,Tablet,4,252.49,1009.96,2025-12-24 22:46:31,USA
CUST0920,INV555117,Laptop,2,831.68,1663.36,2025-07-01 22:46:31,France
CUST0917,INV699512,Tablet,4,103.08,412.32,2025-09-27 22:46:31,Australia
CUST0729,INV660495,Tablet,3,478.05,1434.15,2025-09-26 22:46:31,Germany
CUST0925,INV356564,Keyboard,2,333.29,666.58,2026-04-01 22:46:31,France
CUST0939,INV128385,Keyboard,1,73.98,73.98,2026-02-04 22:46:31,Australia
CUST0248,INV213764,Keyboard,2,510.25,1020.5,2025-08-05 22:46:31,USA
CUST0274,INV939265,Tablet,4,42.15,168.6,2025-07-27 22:46:31,Germany
CUST0196,INV297813,Mouse,3,779.6,2338.8,2025-07-25 22:46:31,Canada
CUST0779,INV457917,Keyboard,2,154.95,309.9,2026-02-05 22:46:31,USA
CUST0303,INV538404,Laptop,2,88.44,176.88,2025-09-06 22:46:31,Germany
CUST0073,INV228802,Headphones,3,730.18,2190.54,2026-01-03 22:46:31,Australia
CUST0860,INV925946,Keyboard,1,334.99,334.99,2025-09-11 22:46:31,Canada
CUST0626,INV763783,Headphones,3,521.48,1564.44,2026-01-08 22:46:31,Germany
CUST0194,INV251772,Keyboard,1,27.59,27.59,2026-02-25 22:46:31,Australia
CUST0927,INV971118,Headphones,4,17.92,71.68,2025-04-24 22:46:31,USA
CUST0419,INV847637,Phone,2,815.67,1631.34,2025-11-16 22:46:31,France
CUST0926,INV846144,Phone,2,361.64,723.28,2026-04-04 22:46:31,France
CUST0401,INV577069,Tablet,3,970.37,2911.11,2025-11-23 22:46:31,Germany
CUST0751,INV828105,Laptop,4,354.55,1418.2,2025-10-11 22:46:31,USA
CUST0021,INV236681,Mouse,2,433.53,867.06,2025-08-02 22:46:31,Germany
CUST0460,INV758445,Tablet,5,299.37,1496.85,2025-06-14 22:46:31,Canada
CUST0711,INV806765,Mouse,1,268.74,268.74,2025-06-24 22:46:31,France
CUST0722,INV222011,Keyboard,2,985.93,1971.86,2025-11-07 22:46:31,Canada
CUST0732,INV732651,Laptop,4,116.22,464.88,2025-12-06 22:46:31,Germany
CUST0697,INV115506,Tablet,3,712.71,2138.13,2026-03-17 22:46:31,USA
CUST0989,INV187370,Tablet,1,382.4,382.4,2026-03-09 22:46:31,USA
CUST0711,INV208731,Phone,2,219.36,438.72,2025-06-06 22:46:31,Australia
CUST0424,INV823032,Headphones,2,887.79,1775.58,2026-01-15 22:46:31,UK
CUST0327,INV951047,Headphones,3,134.43,403.29,2025-04-25 22:46:31,Canada
CUST0141,INV813952,Headphones,5,129.32,646.5999999999999,2026-03-24 22:46:31,USA
CUST0262,INV794967,Phone,3,464.45,1393.35,2025-05-02 22:46:31,France
CUST0427,INV602810,Laptop,3,577.07,1731.21,2025-06-15 22:46:31,France
CUST0146,INV635216,Tablet,5,394.59,1972.9499999999998,2025-11-12 22:46:31,UK
CUST0758,INV484277,Headphones,3,272.37,817.11,2025-07-01 22:46:31,Australia
CUST0919,INV855706,Laptop,2,882.97,1765.94,2025-12-21 22:46:31,France
CUST0734,INV150568,Mouse,3,553.88,1661.6399999999999,2025-12-29 22:46:31,France
CUST0549,INV648692,Keyboard,4,752.74,3010.96,2026-02-12 22:46:31,Australia
CUST0740,INV438169,Laptop,5,448.83,2244.15,2026-04-04 22:46:31,France
CUST0206,INV484136,Headphones,4,129.29,517.16,2025-12-27 22:46:31,France
CUST0354,INV466178,Mouse,4,208.52,834.08,2026-02-21 22:46:31,UK
CUST0013,INV601728,Phone,1,488.65,488.65,2025-08-30 22:46:31,Germany
CUST0935,INV179343,Mouse,4,731.65,2926.6,2025-10-24 22:46:31,UK
CUST0242,INV258311,Phone,5,268.56,1342.8,2025-06-20 22:46:31,Germany
CUST0091,INV832573,Mouse,3,68.83,206.49,2025-04-26 22:46:31,Germany
CUST0515,INV120434,Laptop,2,669.63,1339.26,2025-12-05 22:46:31,UK
CUST0652,INV208470,Phone,2,681.03,1362.06,2025-06-17 22:46:31,France
CUST0892,INV482030,Tablet,1,266.37,266.37,2026-01-24 22:46:31,Australia
CUST0293,INV656707,Keyboard,4,506.53,2026.12,2025-07-04 22:46:31,Australia
CUST0414,INV640849,Headphones,5,933.71,4668.55,2025-09-24 22:46:31,Germany
CUST0217,INV964503,Keyboard,3,14.04,42.12,2025-07-14 22:46:31,Australia
CUST0034,INV539180,Phone,4,490.38,1961.52,2026-01-14 22:46:31,Canada
CUST0935,INV477158,Keyboard,4,88.9,355.6,2025-07-26 22:46:31,Germany
CUST0194,INV629958,Tablet,1,496.19,496.19,2025-05-26 22:46:31,Canada
CUST0195,INV353141,Mouse,4,28.73,114.92,2026-03-23 22:46:31,Australia
CUST0536,INV848707,Tablet,4,179.15,716.6,2026-03-24 22:46:31,UK
CUST0468,INV531184,Mouse,3,349.14,1047.42,2026-02-07 22:46:31,Germany
CUST0629,INV513214,Tablet,2,252.07,504.14,2025-07-26 22:46:31,Australia
